gpu_vram_gb,workload_type,framework,model_size_mb,batch_size,dataset_size_mb,epochs,runtime_minutes
10.0,FineTuning,PyTorch,1345.0,64,8151.3,5,59.11
6.0,Training,JAX,3513.9,16,955.4,20,360.0
4.0,Training,JAX,3465.2,16,10426.1,30,360.0
24.0,Inference,PyTorch,756.2,32,3389.7,100,58.72
48.0,FineTuning,TensorFlow,3604.8,64,10558.0,10,79.58
24.0,Training,PyTorch,648.5,16,5503.2,10,121.11
12.0,Training,PyTorch,427.0,8,11574.9,20,360.0
4.0,Training,PyTorch,2629.1,16,14132.2,50,360.0
24.0,Training,PyTorch,1574.3,128,12921.6,100,360.0
24.0,Inference,PyTorch,2146.4,8,7290.3,30,360.0
80.0,Inference,PyTorch,2627.7,64,3456.6,5,3.28
8.0,Inference,PyTorch,258.7,256,14887.1,5,3.05
80.0,Inference,PyTorch,1207.2,32,9926.5,5,5.73
4.0,Inference,PyTorch,1870.6,8,5999.7,5,293.63
4.0,FineTuning,JAX,1103.0,16,7274.7,10,360.0
10.0,Training,TensorFlow,243.4,32,2008.0,10,18.3
80.0,FineTuning,PyTorch,392.4,256,7628.9,50,7.37
16.0,Training,JAX,3216.9,256,2680.2,10,25.78
8.0,Training,PyTorch,3650.0,32,5549.6,50,360.0
4.0,Training,PyTorch,651.3,32,7427.3,50,360.0
10.0,FineTuning,JAX,1034.6,32,14222.2,5,149.1
80.0,Training,PyTorch,2626.4,64,9407.9,5,37.95
8.0,Training,PyTorch,3819.4,64,5641.2,10,360.0
80.0,FineTuning,PyTorch,1233.4,64,1785.0,10,4.6
24.0,Inference,PyTorch,3428.1,16,11233.1,50,360.0
10.0,FineTuning,PyTorch,2048.8,64,7056.1,20,334.41
8.0,Inference,JAX,3828.4,32,1115.5,5,19.31
12.0,Training,PyTorch,588.2,8,9887.4,30,360.0
12.0,Training,JAX,3896.0,8,5316.6,20,360.0
8.0,FineTuning,JAX,1791.9,256,6118.0,5,23.87
80.0,FineTuning,PyTorch,3814.1,8,12598.9,5,273.88
10.0,FineTuning,PyTorch,1861.8,8,2145.9,10,345.79
12.0,FineTuning,PyTorch,2143.8,8,5171.6,30,360.0
10.0,FineTuning,PyTorch,3228.9,256,5518.7,100,360.0
12.0,Inference,PyTorch,2904.4,128,149.6,30,2.72
24.0,Training,JAX,2497.4,8,12695.4,5,360.0
80.0,Training,TensorFlow,1697.1,8,12546.2,100,360.0
24.0,FineTuning,PyTorch,3180.1,8,9961.4,100,360.0
12.0,Training,PyTorch,3795.5,256,13494.2,50,360.0
24.0,Training,PyTorch,88.8,16,4166.0,30,35.05
12.0,Training,PyTorch,2372.0,128,3387.4,20,136.2
8.0,Training,JAX,3470.6,8,1121.0,50,360.0
24.0,Training,TensorFlow,2629.8,256,8921.0,10,48.37
6.0,Training,PyTorch,3213.3,256,7495.7,5,119.03
80.0,FineTuning,PyTorch,3585.5,64,12174.9,5,37.19
4.0,FineTuning,PyTorch,3016.3,16,7271.2,20,360.0
16.0,FineTuning,PyTorch,2882.2,256,3128.2,20,31.12
24.0,FineTuning,PyTorch,3860.7,256,12163.0,100,360.0
48.0,Training,PyTorch,3461.6,128,6886.3,10,58.12
80.0,Training,PyTorch,3270.7,64,14341.9,10,96.82
6.0,Training,PyTorch,391.3,64,8063.6,100,360.0
6.0,Inference,PyTorch,994.2,16,1839.4,100,360.0
12.0,FineTuning,PyTorch,2249.2,256,12780.3,30,177.03
12.0,Training,PyTorch,2852.8,64,13188.3,50,360.0
16.0,Training,PyTorch,1247.7,32,6736.9,5,97.08
8.0,Inference,PyTorch,418.6,16,487.3,30,11.13
48.0,FineTuning,PyTorch,1278.8,16,542.9,10,7.84
4.0,Inference,TensorFlow,3095.6,32,5332.1,20,360.0
16.0,Training,PyTorch,3515.7,16,10771.9,30,360.0
10.0,Training,PyTorch,3656.0,64,5032.7,20,360.0
4.0,FineTuning,JAX,1546.5,64,215.2,100,113.23
24.0,FineTuning,PyTorch,1521.5,64,12743.7,50,360.0
80.0,FineTuning,TensorFlow,1656.5,32,14534.1,20,151.55
10.0,FineTuning,PyTorch,1534.4,64,5260.9,5,54.28
10.0,FineTuning,PyTorch,2681.5,32,1188.8,50,360.0
16.0,FineTuning,PyTorch,1465.4,32,4442.0,20,219.64
8.0,Training,PyTorch,130.4,32,12005.2,30,198.6
16.0,Training,PyTorch,1784.1,16,8179.7,5,360.0
24.0,Inference,PyTorch,935.4,128,5821.4,5,3.8
8.0,Training,JAX,163.8,256,5080.0,10,6.21
24.0,FineTuning,PyTorch,1909.8,32,1819.4,10,37.16
8.0,FineTuning,PyTorch,863.5,64,5158.8,30,179.28
6.0,Inference,PyTorch,1838.3,32,7104.6,100,360.0
10.0,Training,TensorFlow,1147.1,256,10129.8,10,59.03
48.0,Training,TensorFlow,2434.7,8,4005.0,20,360.0
80.0,Inference,TensorFlow,3964.0,16,13470.9,100,360.0
24.0,Inference,PyTorch,2211.6,64,7323.5,10,23.72
4.0,FineTuning,PyTorch,2605.2,16,6136.9,5,360.0
8.0,FineTuning,PyTorch,3681.1,16,8949.9,30,360.0
80.0,Training,PyTorch,1527.3,8,2597.6,20,146.91
4.0,FineTuning,TensorFlow,707.9,32,1688.1,5,31.21
80.0,Inference,JAX,1167.0,64,5263.5,5,2.19
48.0,Inference,PyTorch,1641.0,128,695.0,50,2.46
4.0,Training,PyTorch,2597.8,16,5726.0,10,360.0
16.0,Training,PyTorch,68.1,256,10105.1,100,22.44
12.0,FineTuning,PyTorch,3420.9,128,12200.6,20,360.0
16.0,Inference,PyTorch,350.6,128,8738.5,30,10.38
12.0,FineTuning,PyTorch,3607.6,32,10400.8,30,360.0
16.0,Training,JAX,3800.3,128,12513.6,30,360.0
12.0,Training,PyTorch,3960.9,64,11619.6,50,360.0
12.0,FineTuning,JAX,3247.6,32,4867.7,20,360.0
10.0,Training,PyTorch,610.3,256,8644.0,5,13.96
8.0,Inference,PyTorch,2839.4,128,4046.3,100,257.21
8.0,FineTuning,PyTorch,853.1,32,8687.4,50,360.0
10.0,FineTuning,PyTorch,3593.7,64,6447.4,100,360.0
80.0,Training,PyTorch,1300.6,16,5654.7,100,360.0
6.0,Inference,PyTorch,1340.8,8,2835.1,10,153.45
80.0,Training,PyTorch,3674.7,32,8470.1,5,84.98
4.0,Training,JAX,102.3,256,10966.8,30,48.22
4.0,Inference,PyTorch,816.2,8,8612.1,10,360.0
12.0,Inference,TensorFlow,1716.6,16,1131.5,20,38.98
16.0,Inference,PyTorch,2817.9,256,13872.5,20,41.32
16.0,Training,PyTorch,2607.9,64,181.8,100,63.81
8.0,Training,PyTorch,2694.2,256,13287.4,50,360.0
24.0,Training,TensorFlow,3526.1,16,11514.5,20,360.0
80.0,Training,PyTorch,528.1,8,1538.7,30,56.23
48.0,FineTuning,PyTorch,2112.5,64,3624.8,50,113.91
16.0,Training,PyTorch,2915.6,256,5299.6,50,210.39
48.0,FineTuning,PyTorch,2562.7,128,13663.5,30,117.41
12.0,Training,TensorFlow,1820.8,128,14700.9,20,360.0
48.0,Training,PyTorch,117.6,32,1398.8,10,1.97
10.0,Inference,PyTorch,288.8,128,6014.3,50,12.92
48.0,Training,TensorFlow,519.8,256,2324.3,10,2.32
6.0,Training,PyTorch,1405.7,8,4248.7,10,360.0
12.0,Training,PyTorch,514.7,128,14717.9,10,76.8
80.0,Training,PyTorch,1733.0,32,14767.9,100,360.0
10.0,FineTuning,TensorFlow,755.6,64,7134.9,10,57.33
16.0,Training,JAX,3127.7,128,2828.8,30,162.97
4.0,FineTuning,PyTorch,3492.4,32,8250.6,5,360.0
80.0,Inference,TensorFlow,1589.1,128,4878.2,20,4.12
4.0,FineTuning,PyTorch,2069.8,128,13939.6,5,200.94
12.0,Training,PyTorch,3816.3,256,12291.4,100,360.0
10.0,FineTuning,PyTorch,2165.3,8,4701.7,5,360.0
8.0,Training,PyTorch,3980.5,32,372.8,50,360.0
16.0,FineTuning,PyTorch,611.4,32,14970.9,5,62.2
6.0,FineTuning,TensorFlow,3455.8,16,10281.8,5,360.0
8.0,Training,PyTorch,2014.0,16,6443.3,30,360.0
12.0,Inference,JAX,139.7,32,4398.0,10,4.82
80.0,Inference,PyTorch,3890.3,256,165.9,5,1.36
6.0,Inference,PyTorch,3861.9,8,2394.0,5,176.34
48.0,Training,PyTorch,1563.9,128,187.5,100,6.06
6.0,FineTuning,PyTorch,3818.9,64,9004.0,50,360.0
12.0,Inference,TensorFlow,607.0,256,9983.8,20,9.66
24.0,Training,PyTorch,2736.4,128,11525.3,50,360.0
48.0,Inference,JAX,808.1,64,2886.3,20,3.84
4.0,Training,JAX,1024.3,8,1530.0,20,360.0
16.0,Training,PyTorch,3128.4,16,9791.8,20,360.0
4.0,FineTuning,PyTorch,1540.6,32,7548.4,30,360.0
6.0,FineTuning,PyTorch,78.2,8,13147.7,30,360.0
4.0,FineTuning,PyTorch,1686.2,64,8045.7,10,360.0
12.0,Inference,PyTorch,950.9,256,6727.8,20,8.59
80.0,Training,PyTorch,2749.2,32,7371.6,30,322.02
16.0,Training,PyTorch,818.1,64,11756.6,30,360.0
4.0,Inference,TensorFlow,3376.9,128,372.7,100,41.38
4.0,Training,PyTorch,1105.0,128,13781.4,100,360.0
6.0,FineTuning,PyTorch,1602.5,256,10741.4,100,360.0
80.0,FineTuning,PyTorch,1227.2,128,13290.8,5,7.77
8.0,Training,JAX,2593.5,32,14398.0,20,360.0
4.0,Training,PyTorch,449.6,16,3467.5,50,360.0
12.0,FineTuning,PyTorch,1938.5,16,8717.3,100,360.0
24.0,Inference,TensorFlow,1371.1,64,7342.1,5,7.17
16.0,FineTuning,TensorFlow,3542.3,16,8110.5,30,360.0
4.0,FineTuning,TensorFlow,340.0,16,804.6,30,103.29
12.0,FineTuning,PyTorch,3327.3,64,13718.4,30,360.0
12.0,Training,TensorFlow,712.3,64,14324.8,30,360.0
16.0,Training,PyTorch,399.9,64,10308.4,50,229.61
8.0,Training,JAX,849.2,32,3948.3,10,155.67
12.0,Training,PyTorch,455.5,64,11829.4,10,93.91
24.0,Training,JAX,2107.9,32,10989.6,20,360.0
12.0,Training,JAX,3953.4,32,8661.4,100,360.0
12.0,Training,PyTorch,185.6,32,2636.6,30,47.73
12.0,Training,JAX,1871.5,64,3097.6,20,171.98
8.0,FineTuning,PyTorch,1575.0,16,8882.1,50,360.0
4.0,FineTuning,PyTorch,1391.4,256,2019.5,20,36.76
12.0,Training,PyTorch,1360.9,256,10886.6,10,75.6
80.0,Inference,JAX,3585.3,16,3267.7,10,18.72
4.0,Training,PyTorch,125.0,64,13666.1,100,360.0
8.0,Inference,PyTorch,3110.9,16,13505.9,10,360.0
10.0,Training,PyTorch,1049.1,64,4474.7,20,222.91
4.0,Inference,JAX,1564.0,32,1342.5,30,78.8
4.0,Training,TensorFlow,1709.6,128,9210.1,5,217.15
48.0,FineTuning,PyTorch,1253.7,8,6781.4,10,143.11
6.0,Training,PyTorch,419.6,256,2241.3,20,16.43
48.0,FineTuning,PyTorch,501.6,64,8019.1,5,5.2
24.0,Training,PyTorch,1227.6,32,14891.6,10,292.12
6.0,Training,PyTorch,3296.1,128,1127.8,10,52.52
16.0,FineTuning,PyTorch,581.8,32,4032.0,50,214.97
16.0,Training,TensorFlow,2983.4,8,8125.4,10,360.0
8.0,Inference,PyTorch,1191.0,256,11921.1,5,6.56
6.0,Training,PyTorch,3539.7,16,379.5,5,102.95
4.0,FineTuning,PyTorch,1741.9,16,11018.1,30,360.0
16.0,FineTuning,PyTorch,728.3,32,2184.3,5,13.58
12.0,Training,PyTorch,3944.1,8,12477.1,20,360.0
80.0,Training,PyTorch,747.7,32,10413.4,20,76.16
4.0,FineTuning,TensorFlow,2292.1,16,6902.0,100,360.0
24.0,FineTuning,PyTorch,2298.7,32,12341.6,100,360.0
12.0,Inference,PyTorch,1522.6,128,11022.4,100,257.26
12.0,Training,TensorFlow,3808.4,8,11411.8,10,360.0
6.0,FineTuning,TensorFlow,3383.3,16,4422.1,30,360.0
8.0,Training,TensorFlow,3327.8,256,9329.3,10,181.13
24.0,Training,JAX,3897.9,256,2202.5,30,46.03
16.0,FineTuning,TensorFlow,1855.6,32,12330.8,50,360.0
6.0,Training,PyTorch,433.9,8,7948.5,30,360.0
16.0,Training,TensorFlow,3073.6,32,12390.8,50,360.0
6.0,Training,PyTorch,1554.2,16,3246.2,100,360.0
6.0,FineTuning,PyTorch,801.9,8,2042.1,50,360.0
6.0,Inference,PyTorch,1958.8,16,10365.6,10,360.0
8.0,FineTuning,PyTorch,3706.6,128,970.1,20,58.79
6.0,FineTuning,PyTorch,726.9,128,3735.4,30,81.99
10.0,FineTuning,PyTorch,3402.4,256,13639.8,10,131.52
80.0,FineTuning,PyTorch,1701.9,64,2078.1,50,31.2
16.0,Training,TensorFlow,590.4,8,5695.8,50,360.0
4.0,Training,JAX,3401.1,128,14189.2,5,360.0
48.0,Training,PyTorch,3880.0,64,398.0,5,4.24
24.0,FineTuning,TensorFlow,1200.5,256,6735.2,30,35.5
8.0,Inference,PyTorch,1249.0,8,11818.2,20,360.0
4.0,Training,JAX,1592.7,16,13643.8,5,360.0
12.0,Training,PyTorch,3265.8,32,11060.1,100,360.0
10.0,Inference,PyTorch,91.1,32,13337.0,100,80.67
48.0,Inference,PyTorch,934.6,16,612.1,50,7.13
4.0,FineTuning,PyTorch,2838.3,128,1588.2,10,74.09
4.0,Training,PyTorch,1652.3,32,11092.1,20,360.0
10.0,Training,PyTorch,1354.7,16,11324.6,30,360.0
48.0,Training,PyTorch,3495.5,64,9118.5,10,148.01
12.0,Training,PyTorch,3673.5,64,10981.1,30,360.0
6.0,Training,PyTorch,3794.5,16,12885.0,10,360.0
16.0,FineTuning,JAX,1126.6,8,8227.7,10,360.0
12.0,Training,PyTorch,3654.4,128,14215.1,20,360.0
6.0,Training,PyTorch,2961.0,128,10444.1,30,360.0
8.0,Training,PyTorch,659.1,16,7132.5,5,219.45
80.0,FineTuning,TensorFlow,2460.6,32,6380.6,10,51.53
24.0,FineTuning,PyTorch,154.0,256,11277.5,100,23.25
24.0,FineTuning,TensorFlow,2848.1,128,9494.0,10,79.03
16.0,Training,PyTorch,2947.6,128,12279.9,100,360.0
48.0,Training,PyTorch,3167.9,64,11736.7,5,76.36
10.0,Training,PyTorch,731.5,64,7910.6,20,209.39
48.0,Training,PyTorch,2531.6,64,14191.0,20,325.89
10.0,Inference,PyTorch,756.5,256,10593.4,20,13.5
48.0,Inference,PyTorch,3789.3,128,3092.5,50,20.21
80.0,FineTuning,PyTorch,2716.3,128,9315.5,50,115.22
8.0,Inference,TensorFlow,426.5,256,3107.0,20,3.43
8.0,FineTuning,PyTorch,788.8,128,8426.9,20,87.98
6.0,Training,PyTorch,2670.7,32,11870.0,5,360.0
8.0,Inference,PyTorch,1932.8,32,12206.3,50,360.0
8.0,Training,PyTorch,2958.4,32,9797.3,100,360.0
12.0,FineTuning,PyTorch,1159.1,8,11771.3,30,360.0
12.0,Training,TensorFlow,2648.8,128,7136.3,20,267.68
6.0,Training,TensorFlow,749.0,256,8304.8,20,127.06
16.0,FineTuning,PyTorch,2197.7,128,13206.1,20,181.34
12.0,Training,JAX,3833.3,256,7446.9,10,117.59
16.0,Training,PyTorch,2531.5,16,5328.8,50,360.0
4.0,Training,PyTorch,247.5,16,11975.2,30,360.0
12.0,Training,PyTorch,3955.6,8,852.1,10,360.0
80.0,Inference,PyTorch,669.6,16,14379.5,10,15.07
6.0,FineTuning,PyTorch,2886.4,32,5167.0,30,360.0
4.0,FineTuning,PyTorch,2153.5,8,9481.3,30,360.0
80.0,Training,PyTorch,1212.7,8,10313.3,30,360.0
80.0,Inference,TensorFlow,750.4,8,2142.5,30,14.18
80.0,Training,PyTorch,751.9,64,12360.6,100,208.81
16.0,Training,TensorFlow,3440.7,16,8624.5,30,360.0
48.0,Training,PyTorch,3498.0,128,4986.1,100,303.35
4.0,Inference,PyTorch,1887.3,64,12775.2,20,360.0
10.0,Training,TensorFlow,459.3,256,9413.7,100,237.1
4.0,Training,PyTorch,3542.5,32,11808.1,100,360.0
48.0,FineTuning,PyTorch,1973.7,64,14885.4,30,264.98
4.0,Training,PyTorch,1783.1,32,2041.1,30,360.0
8.0,FineTuning,PyTorch,1659.1,128,11269.0,50,360.0
10.0,FineTuning,PyTorch,1491.8,128,11389.3,20,215.91
48.0,Training,PyTorch,2127.7,16,13132.9,10,360.0
16.0,Training,TensorFlow,2437.9,256,6180.2,20,109.82
24.0,Training,PyTorch,1892.4,64,13057.8,5,93.96
48.0,Inference,PyTorch,3591.8,128,9634.3,30,28.37
6.0,Inference,PyTorch,1304.8,32,1124.7,10,17.47
48.0,Training,PyTorch,2334.3,128,569.6,5,2.95
8.0,Training,PyTorch,1234.8,16,7274.1,100,360.0
24.0,Training,PyTorch,3025.7,32,11808.9,10,360.0
8.0,FineTuning,PyTorch,453.4,8,5825.0,20,360.0
24.0,FineTuning,TensorFlow,795.4,256,12792.3,100,128.91
6.0,Training,PyTorch,3214.7,16,7432.6,5,360.0
16.0,FineTuning,JAX,773.6,16,491.7,100,111.43
8.0,FineTuning,PyTorch,2521.7,8,14607.6,100,360.0
8.0,Inference,PyTorch,3882.5,256,7395.2,100,224.57
80.0,Training,PyTorch,2115.4,128,9787.0,30,66.65
24.0,Training,TensorFlow,790.2,16,3069.4,30,231.67
12.0,Training,PyTorch,1316.7,8,4530.2,5,360.0
24.0,Inference,TensorFlow,3302.7,256,7315.8,20,16.91
80.0,FineTuning,TensorFlow,1439.1,8,12857.2,5,113.45
4.0,FineTuning,TensorFlow,2907.9,256,1619.1,20,63.82
24.0,Training,PyTorch,3120.5,16,11727.1,10,360.0
16.0,Training,TensorFlow,2029.7,64,8732.3,20,360.0
80.0,Training,TensorFlow,3143.7,16,7545.0,5,99.08
4.0,FineTuning,PyTorch,1301.8,256,13161.2,5,68.02
10.0,Training,TensorFlow,2088.8,64,1860.0,10,75.35
80.0,Training,JAX,2761.9,128,14862.2,100,360.0
10.0,FineTuning,PyTorch,713.9,8,12834.0,5,360.0
8.0,Training,PyTorch,1130.8,32,4953.5,50,360.0
80.0,FineTuning,PyTorch,2625.5,16,6828.5,100,360.0
6.0,Training,PyTorch,2638.7,32,472.5,5,36.38
10.0,Inference,PyTorch,1998.5,128,7961.3,50,136.56
16.0,FineTuning,PyTorch,3192.6,16,8261.0,5,360.0
6.0,Inference,PyTorch,1954.1,32,13906.0,5,128.45
48.0,FineTuning,PyTorch,3531.2,128,5880.1,10,24.86
48.0,Inference,TensorFlow,2956.8,64,8602.2,100,163.89
4.0,Inference,PyTorch,1293.0,128,11135.2,50,230.54
8.0,FineTuning,JAX,1611.3,16,9166.9,10,360.0
80.0,Inference,PyTorch,2687.4,256,2427.0,50,3.92
12.0,Training,TensorFlow,3583.1,256,2660.0,50,235.58
16.0,Training,TensorFlow,755.9,256,2161.3,30,15.97
10.0,Training,PyTorch,2082.9,16,3344.2,50,360.0
6.0,FineTuning,PyTorch,519.2,16,4992.1,10,194.75
48.0,FineTuning,PyTorch,1153.8,128,11121.0,10,14.31
16.0,FineTuning,TensorFlow,2759.6,16,1007.8,20,164.69
12.0,Training,TensorFlow,357.1,128,12324.6,100,360.0
80.0,Training,PyTorch,2666.3,256,4010.7,100,81.89
4.0,Training,PyTorch,3608.2,8,9240.0,100,360.0
12.0,FineTuning,PyTorch,3879.0,8,8336.2,5,360.0
16.0,Training,PyTorch,905.7,8,2394.9,30,360.0
12.0,Inference,JAX,3008.1,32,4380.7,5,36.2
16.0,Training,PyTorch,3709.2,8,4509.2,10,360.0
16.0,Training,JAX,410.9,8,9395.1,30,360.0
24.0,Inference,TensorFlow,1685.4,128,11848.7,50,64.16
10.0,FineTuning,JAX,3681.7,128,14944.7,100,360.0
48.0,Training,PyTorch,851.0,256,1528.9,10,2.16
24.0,FineTuning,PyTorch,3738.4,16,14086.1,10,360.0
80.0,Training,PyTorch,2132.4,16,8466.7,10,215.95
24.0,Inference,TensorFlow,444.6,16,5415.8,10,14.07
8.0,FineTuning,PyTorch,1827.0,256,4340.2,30,109.02
8.0,Training,PyTorch,1338.7,128,3214.7,5,26.32
48.0,FineTuning,TensorFlow,1164.7,128,8400.4,5,7.36
12.0,Training,PyTorch,2188.8,8,14195.7,100,360.0
10.0,FineTuning,PyTorch,1960.2,64,2814.1,50,360.0
48.0,Inference,PyTorch,1953.8,128,6598.9,10,4.84
16.0,Inference,PyTorch,398.2,256,3137.3,100,7.35
6.0,Training,PyTorch,3219.2,64,2716.9,10,355.01
10.0,Training,PyTorch,1951.7,128,13014.5,100,360.0
10.0,Training,TensorFlow,3292.6,256,4003.2,5,40.87
16.0,FineTuning,TensorFlow,3307.1,128,3794.8,100,360.0
16.0,FineTuning,PyTorch,1302.7,32,13655.9,50,360.0
4.0,FineTuning,TensorFlow,67.2,64,5852.0,100,114.81
48.0,Inference,PyTorch,3649.4,32,229.9,20,3.59
16.0,Training,PyTorch,3054.7,8,10845.7,30,360.0
8.0,Training,TensorFlow,473.6,32,7803.5,100,360.0
80.0,Training,PyTorch,2821.8,32,11634.6,100,360.0
6.0,Training,PyTorch,129.1,256,8597.4,5,6.85
48.0,Training,PyTorch,159.6,8,5333.9,30,101.42
8.0,FineTuning,PyTorch,2127.0,64,1091.8,5,18.12
12.0,Training,PyTorch,429.3,16,13002.5,50,360.0
16.0,Training,TensorFlow,3859.1,128,3185.6,10,66.41
16.0,FineTuning,PyTorch,3580.6,256,14573.1,20,227.89
10.0,Training,TensorFlow,2616.8,64,3762.9,30,360.0
8.0,FineTuning,PyTorch,301.7,8,12422.8,20,360.0
10.0,Training,PyTorch,1333.1,32,11852.3,10,360.0
4.0,FineTuning,PyTorch,1518.3,16,6994.9,5,360.0
10.0,Inference,PyTorch,1949.5,32,6085.4,50,360.0
4.0,Training,TensorFlow,717.2,128,10578.6,10,216.16
4.0,FineTuning,PyTorch,2331.2,8,7975.4,20,360.0
16.0,Inference,PyTorch,1771.3,16,9516.2,20,221.16
12.0,FineTuning,PyTorch,3791.8,64,7106.2,20,360.0
10.0,Training,PyTorch,3748.0,64,8401.6,5,309.94
8.0,Training,PyTorch,2283.6,8,2918.3,100,360.0
4.0,FineTuning,PyTorch,2595.2,8,925.4,20,360.0
16.0,Inference,PyTorch,594.3,256,5403.3,5,2.19
6.0,Training,PyTorch,932.1,32,7041.3,20,360.0
48.0,Training,JAX,3607.8,16,13599.8,30,360.0
12.0,Training,PyTorch,2811.7,128,6267.7,100,360.0
24.0,Training,JAX,798.2,8,6565.4,30,360.0
6.0,Training,PyTorch,2302.3,16,10155.0,100,360.0
48.0,Training,PyTorch,3742.3,256,3181.1,10,11.61
6.0,Training,PyTorch,1413.4,8,13087.4,10,360.0
10.0,Training,PyTorch,784.0,8,6471.9,100,360.0
4.0,Inference,PyTorch,3771.0,64,13968.7,50,360.0
12.0,Training,PyTorch,1872.0,16,4141.9,20,360.0
80.0,Training,PyTorch,1698.1,64,7037.3,20,61.75
4.0,Training,TensorFlow,1106.9,256,11694.6,5,80.4
80.0,Inference,JAX,3571.8,64,8383.3,100,95.91
48.0,FineTuning,TensorFlow,3390.2,256,9952.6,10,22.26
16.0,FineTuning,PyTorch,1641.8,16,4282.4,100,360.0
24.0,Training,PyTorch,170.9,256,4994.0,30,7.39
8.0,Inference,PyTorch,1814.3,256,7663.4,5,8.89
4.0,Training,PyTorch,764.4,64,3116.9,30,360.0
12.0,Training,PyTorch,613.8,32,1982.0,5,19.39
6.0,FineTuning,PyTorch,1602.7,128,12672.7,10,235.24
12.0,Inference,PyTorch,441.4,128,11645.3,20,16.15
48.0,FineTuning,TensorFlow,3832.0,32,13987.6,100,360.0
80.0,Inference,TensorFlow,237.8,8,8839.6,20,12.33
6.0,Inference,PyTorch,1635.4,64,6362.0,10,47.47
8.0,Training,PyTorch,692.7,128,1635.0,100,159.52
8.0,Training,TensorFlow,2770.8,16,12772.0,30,360.0
4.0,Training,PyTorch,361.3,256,6898.3,50,130.1
48.0,Inference,PyTorch,2209.9,256,8460.9,50,16.91
16.0,Training,PyTorch,3103.8,8,4771.5,10,360.0
48.0,Inference,PyTorch,3802.7,128,7905.7,5,4.36
80.0,Training,PyTorch,2809.2,64,11748.1,20,146.14
12.0,Training,TensorFlow,443.0,128,10712.7,30,134.07
8.0,Training,PyTorch,399.7,64,14834.9,50,360.0
12.0,Training,PyTorch,2939.8,8,7485.2,20,360.0
12.0,Inference,PyTorch,900.6,256,7992.5,10,4.71
12.0,Training,TensorFlow,1816.6,32,885.6,20,113.04
8.0,Training,PyTorch,3907.7,256,5901.8,100,360.0
10.0,Training,PyTorch,3288.6,64,13839.4,50,360.0
80.0,Training,PyTorch,3394.0,64,5322.1,30,133.15
80.0,Training,PyTorch,3450.0,8,11515.1,5,360.0
6.0,Training,PyTorch,2497.2,8,14666.2,5,360.0
48.0,Inference,PyTorch,2988.5,16,1990.0,100,147.64
48.0,Training,TensorFlow,1467.9,256,5076.5,100,81.11
24.0,Training,JAX,3993.9,256,7168.2,20,111.35
48.0,FineTuning,PyTorch,1154.5,8,3636.9,5,36.6
8.0,Training,PyTorch,2380.5,128,285.3,50,49.65
16.0,Training,PyTorch,1164.1,64,7082.2,30,317.86
4.0,FineTuning,TensorFlow,492.7,32,8095.6,5,138.05
24.0,Training,PyTorch,2292.0,8,9419.0,5,360.0
4.0,FineTuning,TensorFlow,1445.7,64,12425.5,10,360.0
80.0,FineTuning,PyTorch,2353.7,32,3870.3,5,12.23
4.0,FineTuning,JAX,2256.8,16,1009.4,5,147.3
4.0,Inference,TensorFlow,2191.9,128,1438.5,50,50.0
24.0,Training,TensorFlow,537.0,16,7511.4,5,80.78
6.0,Training,PyTorch,1788.7,8,13841.3,10,360.0
12.0,Training,PyTorch,3257.4,128,14734.9,10,360.0
48.0,Training,PyTorch,1294.8,16,3155.3,100,360.0
48.0,Inference,PyTorch,1803.1,64,2364.3,10,3.67
8.0,FineTuning,PyTorch,2000.6,8,5366.7,5,360.0
24.0,FineTuning,PyTorch,3457.8,256,7012.0,100,262.13
8.0,FineTuning,PyTorch,2639.6,16,12140.2,20,360.0
16.0,Training,PyTorch,445.8,128,11641.6,20,79.1
16.0,FineTuning,PyTorch,3467.4,128,13847.7,50,360.0
8.0,FineTuning,PyTorch,3336.7,256,12885.7,20,341.26
24.0,FineTuning,PyTorch,3026.9,32,6638.0,50,360.0
8.0,Training,PyTorch,1890.9,128,383.4,50,45.98
48.0,FineTuning,TensorFlow,3042.3,128,3625.2,100,130.61
10.0,Training,PyTorch,1941.0,8,9189.8,10,360.0
4.0,FineTuning,PyTorch,2959.7,128,7572.3,30,360.0
10.0,FineTuning,PyTorch,3526.4,32,3678.4,50,360.0
24.0,Training,PyTorch,3567.6,128,2060.8,5,16.95
10.0,FineTuning,PyTorch,1845.6,32,3318.6,10,124.85
16.0,Inference,JAX,3444.4,64,3970.2,5,11.52
80.0,Training,PyTorch,450.8,32,13022.6,5,14.44
4.0,Inference,PyTorch,452.2,8,10682.9,20,360.0
12.0,FineTuning,PyTorch,2215.7,16,8329.8,5,310.64
24.0,FineTuning,PyTorch,2624.8,256,412.0,100,13.8
4.0,Inference,TensorFlow,654.3,16,12335.8,50,360.0
10.0,FineTuning,PyTorch,1915.1,64,8331.7,5,81.05
16.0,Inference,JAX,422.7,8,9447.4,5,27.63
6.0,Training,PyTorch,2428.3,64,1078.1,20,156.79
12.0,Training,TensorFlow,3427.6,64,12241.3,5,315.87
4.0,FineTuning,PyTorch,2963.7,128,12497.2,50,360.0
16.0,Inference,PyTorch,1544.3,128,13261.8,50,106.8
16.0,Inference,TensorFlow,3975.5,8,7968.5,5,216.91
10.0,FineTuning,PyTorch,2668.6,16,5971.3,50,360.0
