gpu_utilization,cpu_utilization,ram_usage_percent,temperature_c,power_draw_w,hour_of_day,day_of_week,requested_duration_hours,historical_reliability,is_available
6.01,26.74,30.94,86.9,251.1,10,5,2.77,0.976,1
89.2,50.88,54.7,59.7,209.6,4,5,5.54,0.909,0
13.49,39.2,87.02,52.0,280.4,11,5,0.93,0.995,1
34.7,45.36,40.79,76.4,342.3,15,1,8.03,0.745,1
93.36,93.26,67.16,54.4,204.1,19,4,0.71,0.976,0
93.41,36.52,71.65,78.7,163.4,2,6,0.49,0.885,1
58.33,45.7,77.29,65.6,305.3,4,3,0.36,0.934,1
63.76,17.02,60.11,78.1,340.3,18,1,0.68,0.825,1
46.71,9.32,47.2,53.2,71.3,4,2,1.04,0.796,0
32.27,74.79,92.36,64.4,215.0,23,5,2.84,0.86,1
35.57,56.36,63.91,67.1,283.6,17,5,0.35,0.907,1
67.54,73.46,73.29,85.3,200.7,3,4,1.62,1.0,1
74.97,18.49,42.6,52.8,160.9,23,2,1.66,0.891,0
78.62,56.46,68.6,85.0,239.7,14,1,0.72,0.944,1
78.43,27.83,35.62,78.6,116.4,4,5,0.29,0.965,1
13.48,25.53,34.61,75.1,141.7,7,4,0.71,0.816,1
50.98,6.04,72.18,77.8,347.5,15,6,0.72,0.976,1
10.35,16.73,56.71,69.1,233.7,21,2,2.53,0.994,1
56.11,32.83,69.66,51.7,309.3,0,5,0.73,0.943,1
46.06,15.52,36.56,49.1,288.5,4,3,1.03,0.968,1
87.56,93.73,62.9,81.6,238.7,17,0,0.3,0.911,1
37.64,32.78,50.51,74.8,299.0,15,0,2.16,0.911,1
15.89,16.73,62.76,50.2,121.9,22,5,1.49,0.914,1
18.3,22.92,38.27,69.5,233.9,9,2,1.05,0.786,1
75.82,57.89,72.24,61.5,219.0,3,5,2.63,0.994,1
62.49,10.76,79.47,47.6,229.2,17,6,2.49,0.972,1
14.4,82.62,35.79,65.5,84.0,16,0,0.99,0.994,1
12.82,91.53,39.05,53.5,118.7,20,5,2.67,0.991,1
70.19,27.21,67.89,44.6,121.7,12,5,1.06,0.991,1
11.77,45.51,70.65,62.4,222.6,7,3,0.7,0.805,1
81.43,6.99,71.33,68.3,341.2,7,5,2.74,0.581,0
70.68,62.66,69.62,42.3,335.3,11,6,2.8,0.948,1
12.57,42.25,46.42,59.3,102.7,17,3,4.22,0.815,0
12.89,29.31,46.59,52.4,127.6,5,2,1.59,0.797,1
96.76,23.62,35.39,41.5,41.5,6,3,0.73,0.824,1
39.81,63.86,27.55,46.0,157.6,16,0,3.83,0.904,1
39.47,42.46,70.41,46.7,297.1,4,2,0.58,0.714,1
80.59,21.17,22.46,48.8,323.0,21,6,5.78,0.958,0
93.09,67.02,90.02,78.6,105.7,22,5,0.93,0.993,1
96.7,55.86,81.13,61.1,115.1,18,0,0.24,0.933,1
75.06,82.28,83.6,47.1,100.7,7,3,0.61,0.827,1
39.99,15.57,87.53,44.8,142.0,18,3,1.27,0.963,1
12.77,75.71,47.69,54.3,287.5,7,4,0.31,0.938,1
77.27,65.62,82.74,78.3,237.0,20,1,1.25,0.621,1
56.93,15.35,27.64,57.5,281.5,18,6,0.65,0.949,1
44.45,67.53,16.73,47.7,216.6,6,6,0.24,0.961,1
89.29,44.74,77.79,59.4,112.5,2,5,0.91,0.926,1
15.34,90.05,20.98,66.7,103.0,5,1,0.71,0.986,1
50.81,17.75,94.08,41.4,32.9,7,2,1.29,0.979,1
6.06,62.86,68.98,70.1,279.9,17,0,3.05,0.685,1
48.59,39.38,75.28,59.0,301.1,14,1,1.63,0.915,1
10.24,91.11,34.66,40.5,275.9,23,2,3.12,0.983,1
16.05,34.7,68.91,72.3,53.8,16,3,1.02,0.846,1
15.93,91.6,18.46,74.2,273.9,3,1,0.23,0.987,1
65.38,86.13,82.03,70.2,44.6,6,0,5.31,0.943,1
74.38,29.33,28.57,56.4,63.8,16,4,0.96,0.93,1
59.25,77.32,70.79,65.4,171.0,21,6,1.7,0.952,1
94.48,94.6,32.96,58.6,182.4,5,4,1.47,0.882,1
39.86,27.74,20.48,73.6,291.2,12,1,1.95,0.863,1
31.57,44.31,53.52,68.0,247.4,6,4,4.53,0.928,0
85.78,51.82,28.54,43.9,79.1,8,2,4.24,0.919,1
25.79,31.54,73.36,70.9,102.4,22,5,8.13,0.948,1
94.58,6.37,34.01,73.0,121.4,18,0,1.7,0.876,0
6.13,24.81,42.4,57.8,69.6,19,3,5.31,0.961,1
95.2,30.37,60.4,82.0,122.0,12,0,1.52,0.818,0
9.01,44.92,37.8,80.5,263.2,14,3,0.29,0.936,1
87.88,20.4,45.24,48.4,107.2,16,4,0.52,0.995,1
54.08,83.59,80.25,83.4,297.3,4,2,1.01,0.949,1
97.35,68.44,29.34,61.2,180.2,22,3,2.79,0.852,1
11.86,12.67,21.58,74.7,133.3,18,6,0.37,0.976,1
56.51,63.51,41.27,79.1,162.0,5,4,1.1,0.903,1
95.15,63.83,48.95,64.2,257.0,11,3,8.28,0.968,1
53.65,91.06,58.41,59.2,195.4,14,1,3.28,0.842,1
63.53,5.27,44.79,83.9,32.3,14,0,1.9,0.956,1
69.7,27.31,78.19,51.1,325.1,2,5,0.33,0.898,1
47.27,88.5,18.15,52.3,51.1,3,5,0.23,0.862,1
63.36,88.89,49.54,57.4,330.4,4,2,0.42,0.98,1
59.34,69.85,45.58,81.3,39.0,5,4,0.99,0.923,1
88.81,73.92,66.81,85.1,276.7,5,2,2.06,0.887,1
9.23,13.23,92.3,50.6,201.1,16,0,0.64,0.782,1
31.13,51.25,55.83,81.5,191.8,7,5,0.31,1.0,1
93.39,25.84,93.95,52.4,53.3,18,3,0.39,0.953,1
87.79,21.31,39.18,86.6,106.4,19,3,1.31,0.864,0
47.38,77.93,17.47,68.7,278.8,23,2,3.17,0.962,1
62.67,17.15,28.25,40.3,315.2,20,3,3.64,0.95,1
30.8,47.18,46.61,41.6,199.3,21,3,0.89,0.945,1
22.5,89.47,40.31,47.1,143.1,12,6,2.38,0.999,1
48.12,21.72,22.76,49.0,49.2,14,6,1.2,0.856,1
37.86,93.02,49.61,76.8,248.3,16,3,7.39,0.964,0
59.28,94.49,42.05,50.7,119.1,23,1,1.24,0.932,1
12.23,55.01,24.81,86.5,47.6,20,6,1.21,0.949,1
95.62,20.31,38.69,70.5,243.1,16,4,1.59,0.839,1
96.72,33.45,85.91,73.2,185.4,22,4,0.25,0.927,1
69.93,43.2,39.16,50.5,33.8,1,5,1.28,0.917,0
54.86,32.84,72.12,82.8,65.5,21,6,3.73,0.992,1
33.79,30.26,63.96,72.1,253.7,2,0,2.09,0.895,1
80.68,92.5,49.17,81.5,50.4,21,3,7.17,0.97,0
68.68,18.8,34.12,85.9,307.1,8,2,0.99,0.984,1
20.12,71.0,44.52,46.0,129.6,5,3,0.55,0.798,1
89.72,5.04,62.37,44.6,58.4,0,0,2.98,0.87,1
81.5,58.66,43.06,78.6,273.1,21,3,0.29,0.931,1
93.33,87.43,32.19,81.6,197.8,18,1,0.55,0.779,1
72.49,30.91,24.32,68.0,128.1,3,0,1.61,0.875,1
62.05,21.7,85.38,57.6,160.0,12,4,3.0,0.989,1
43.9,63.65,50.23,71.3,36.9,19,4,2.04,0.964,1
91.74,69.13,65.02,54.7,242.1,7,1,10.75,0.97,1
85.54,66.92,54.23,51.4,147.0,22,4,2.33,0.869,1
9.21,33.74,84.81,63.4,258.5,4,5,2.78,0.99,1
7.45,27.7,58.75,50.4,231.0,9,1,10.4,0.786,1
40.01,91.03,53.46,63.2,238.4,19,4,2.0,0.949,1
80.38,88.1,88.97,85.9,283.7,18,6,2.71,0.715,1
96.82,46.16,72.58,80.3,232.0,11,4,0.91,0.969,1
18.99,81.16,23.92,85.2,164.0,0,5,1.74,0.97,1
60.25,45.71,29.22,78.7,154.8,8,3,5.06,0.885,0
40.42,43.2,77.97,57.0,68.3,23,6,4.04,0.977,0
95.2,19.11,81.87,79.0,279.4,15,0,0.93,0.818,1
83.32,43.38,58.62,84.3,273.6,16,4,1.08,0.886,1
82.96,53.37,59.36,85.5,108.8,17,0,3.95,0.985,1
48.59,7.03,65.55,72.8,306.1,13,0,0.87,0.841,1
43.58,44.97,50.13,50.1,218.5,16,4,4.57,0.965,1
30.43,75.32,69.42,41.9,183.2,0,6,3.17,0.93,1
10.24,66.2,23.68,47.1,35.6,20,0,0.53,0.987,1
85.42,62.16,91.9,86.3,152.5,14,5,2.74,0.931,0
80.6,86.86,75.01,62.2,235.0,18,1,3.8,0.879,1
97.97,6.62,65.49,81.0,58.7,1,6,0.51,0.86,1
97.69,55.13,40.31,62.3,177.1,23,5,1.42,0.816,1
56.66,75.86,27.88,71.7,347.9,23,2,4.17,0.939,0
76.52,53.72,47.75,41.2,259.3,13,1,0.64,0.826,1
92.86,34.15,67.93,52.0,205.0,21,6,1.39,0.928,1
84.02,17.26,65.7,60.9,200.6,1,4,2.1,0.999,1
28.0,84.88,45.61,70.3,44.0,14,1,0.4,0.96,1
46.9,47.37,64.06,48.2,336.3,0,5,0.68,0.795,1
17.01,84.03,80.1,76.7,327.0,21,6,1.46,0.732,1
93.73,57.73,17.1,57.5,248.4,0,2,1.14,0.808,1
61.37,65.68,51.05,79.2,61.7,11,6,0.99,0.967,0
26.26,77.38,75.68,44.7,96.5,21,1,0.25,0.937,1
67.47,64.32,58.69,72.6,88.9,14,6,5.46,0.884,1
62.49,40.82,67.12,54.1,196.3,17,0,4.3,0.908,1
38.31,51.23,56.33,78.2,96.5,14,6,1.2,0.895,1
15.56,77.27,94.35,59.3,252.7,6,4,0.6,0.961,1
67.46,38.63,19.37,71.9,204.5,11,0,0.34,0.955,1
53.39,39.93,54.28,84.8,35.7,9,6,0.46,0.947,1
76.83,13.61,22.31,41.0,268.1,1,0,2.04,0.989,1
53.38,87.31,27.78,40.5,90.4,1,4,2.85,0.993,1
84.25,13.19,45.64,77.0,294.0,5,4,0.54,0.986,1
56.33,63.34,27.44,71.0,143.6,19,3,0.44,0.915,1
57.17,42.19,92.09,54.1,138.4,5,2,2.55,0.895,1
86.53,41.51,90.74,63.7,33.8,23,6,1.66,0.88,1
42.52,66.16,41.89,42.0,346.1,9,0,1.13,0.973,0
17.46,11.04,66.18,49.2,225.8,2,5,2.78,0.983,0
7.68,58.43,57.7,60.4,165.3,15,0,1.42,0.662,0
75.23,74.48,80.25,80.0,60.9,4,6,1.45,0.878,0
62.69,79.54,65.2,63.0,253.7,4,4,0.23,0.884,1
70.48,20.35,15.02,68.1,120.5,9,4,0.96,0.955,1
24.81,85.77,76.05,81.9,346.2,22,6,0.21,0.859,0
17.68,64.05,74.75,54.8,334.2,12,6,5.35,0.999,1
6.35,84.37,55.78,73.6,265.3,23,1,0.9,0.967,1
37.6,48.68,87.23,81.4,340.7,2,0,0.6,0.865,1
59.86,53.78,87.68,49.7,63.8,17,0,0.39,0.991,1
41.48,87.71,56.91,57.1,119.6,18,4,0.3,0.878,1
45.69,85.99,63.64,87.0,111.0,5,5,4.54,0.985,1
89.09,45.33,94.72,87.2,53.0,19,5,0.57,0.971,1
37.39,29.7,38.91,50.7,341.1,0,0,2.12,0.969,1
52.8,40.39,40.97,43.2,49.2,9,2,2.31,0.914,1
77.88,39.9,29.62,53.0,304.1,9,3,0.96,0.971,1
41.88,30.82,86.67,59.1,275.8,21,4,3.78,0.815,0
62.85,29.17,74.56,61.2,150.3,0,4,0.68,0.767,0
85.2,82.5,23.45,69.7,36.0,18,0,0.35,0.98,1
93.31,11.29,93.54,83.2,32.0,10,6,0.34,0.936,1
18.68,65.99,73.48,55.9,95.3,12,5,0.91,0.953,1
91.17,20.55,83.04,80.8,188.0,16,3,1.44,0.993,1
50.77,36.01,18.85,44.5,176.5,19,3,2.19,0.957,1
29.02,10.54,55.4,42.0,217.3,17,5,2.81,0.819,1
47.7,29.3,70.89,64.2,277.0,3,4,0.59,0.926,1
96.14,74.16,58.44,42.9,150.8,14,4,2.5,0.934,1
50.81,84.65,68.33,58.8,81.3,1,4,0.6,0.888,1
35.57,24.94,80.43,83.0,286.0,5,2,11.95,0.949,1
63.91,46.72,44.95,51.6,136.5,21,0,6.59,0.977,1
27.33,47.33,82.89,73.9,121.8,22,2,0.42,0.954,1
12.06,83.62,28.03,54.5,274.6,8,4,2.33,0.999,1
16.99,73.65,36.67,42.2,328.9,10,3,4.87,0.749,1
16.91,51.18,18.47,66.7,322.8,19,0,0.37,0.895,1
19.13,65.37,44.15,80.1,74.0,15,0,0.46,0.919,1
17.91,81.26,45.39,59.7,191.0,7,5,1.05,0.927,1
64.6,5.86,79.42,69.6,59.7,16,4,0.4,0.876,1
21.91,41.26,67.25,83.2,337.5,22,4,4.54,0.804,1
37.15,86.65,49.94,77.9,98.9,22,4,4.37,0.916,1
88.4,71.63,67.17,49.3,93.2,3,4,6.14,0.94,1
49.08,53.86,19.22,75.2,314.4,6,6,0.66,0.845,1
67.08,52.67,29.42,64.1,339.7,10,6,0.29,0.938,1
21.03,36.3,65.16,75.8,253.2,10,4,1.38,0.899,0
22.88,51.85,66.31,63.7,68.7,10,6,4.45,0.957,1
8.8,63.98,76.93,46.1,185.5,20,4,2.23,0.961,1
20.71,42.65,47.24,67.4,291.3,20,0,12.0,0.808,1
30.91,69.27,72.8,63.6,213.2,14,2,4.92,0.965,1
21.46,82.51,69.72,64.9,72.4,4,3,1.2,0.968,1
13.25,18.92,92.07,82.2,85.0,5,6,0.28,0.981,1
16.22,45.64,32.21,83.0,306.5,22,4,0.21,0.915,1
47.85,41.72,59.13,61.8,198.6,4,3,2.27,0.986,1
24.19,66.87,63.14,61.9,255.9,8,5,5.15,0.918,0
38.88,27.49,94.89,64.7,149.4,10,0,1.37,0.919,1
51.82,62.62,31.09,64.9,200.4,22,3,4.35,0.958,1
69.21,83.97,56.86,85.6,342.7,2,0,1.87,0.998,1
8.66,42.63,42.69,71.2,135.5,19,1,0.41,0.96,1
79.35,86.99,57.07,53.3,245.9,3,2,3.4,0.994,1
63.39,94.38,33.57,65.5,85.2,22,1,1.56,0.966,1
12.6,14.55,18.81,70.1,69.0,14,0,0.3,0.906,1
86.24,25.97,60.81,70.7,280.8,17,6,3.57,0.909,1
90.64,90.53,41.87,68.1,300.1,4,5,3.03,0.99,1
10.68,91.25,29.56,48.5,243.9,10,1,1.42,0.858,1
30.75,13.79,40.91,41.6,80.6,10,0,0.24,0.957,1
79.98,6.35,18.94,56.2,107.0,3,1,1.05,0.709,1
74.59,19.5,91.04,60.5,321.6,15,0,1.34,0.957,1
22.16,94.64,61.49,43.0,122.4,10,2,0.56,0.971,1
24.47,21.2,80.18,79.1,292.0,0,5,0.55,0.91,0
39.45,50.23,48.85,56.5,121.5,12,2,0.57,0.856,1
50.06,81.36,87.27,83.9,330.6,18,2,1.13,0.89,0
62.5,6.84,53.67,47.4,322.6,5,0,3.6,0.93,1
39.31,59.4,60.92,42.7,43.8,19,3,3.05,0.962,1
48.02,29.93,54.34,63.2,276.5,18,1,0.22,0.957,1
74.51,82.61,73.66,49.1,84.2,5,6,0.22,0.939,1
8.41,30.51,60.33,85.0,98.9,12,1,0.36,0.972,1
28.48,66.81,36.73,40.5,177.2,10,1,1.46,0.995,1
71.34,65.68,26.64,59.8,214.4,18,5,4.59,0.98,1
88.25,24.93,63.49,84.5,134.3,6,1,0.6,0.905,1
52.59,8.13,54.13,58.5,214.1,11,2,1.5,0.991,1
54.49,41.83,22.68,44.5,84.6,15,3,0.28,0.869,1
14.97,31.03,46.65,54.5,37.1,0,1,0.24,0.938,1
46.61,77.81,56.18,63.9,212.8,14,3,0.22,0.984,1
54.53,77.03,81.15,48.9,195.6,12,0,2.87,0.95,1
27.55,46.13,21.09,62.4,250.7,9,0,0.25,0.703,0
30.04,59.59,42.88,80.1,237.9,17,5,0.84,0.952,0
40.09,59.38,80.81,81.9,317.2,3,1,2.27,0.838,0
6.87,79.44,66.87,42.4,177.0,21,4,2.13,0.953,0
34.95,43.25,38.2,47.7,32.7,5,5,0.31,0.937,1
24.66,29.79,82.63,53.2,231.8,7,2,0.79,0.919,1
35.46,28.85,54.46,68.6,246.0,23,5,2.24,0.972,1
16.14,53.26,54.87,57.3,196.9,19,1,1.2,0.752,1
87.82,45.42,93.13,80.5,250.6,21,2,1.45,0.939,1
60.2,44.61,90.77,74.4,133.5,8,1,0.66,0.946,1
68.16,13.2,43.68,44.8,77.6,22,2,0.28,0.926,1
78.39,69.67,26.25,70.0,242.7,7,6,1.05,0.884,1
51.36,24.24,41.05,45.4,108.5,23,4,2.5,0.892,1
13.08,22.73,17.44,52.2,176.0,17,4,3.11,0.914,1
54.95,42.15,16.66,48.5,187.3,6,5,2.0,0.939,1
59.58,25.5,46.64,48.3,182.7,18,0,1.2,0.859,0
74.33,57.55,90.28,69.6,221.5,22,5,1.95,0.991,1
45.14,38.43,84.71,67.1,39.4,17,1,2.64,0.93,1
16.86,45.4,55.92,48.4,346.7,0,4,3.02,0.924,1
31.39,53.35,60.22,87.5,259.2,10,4,0.4,0.876,1
38.77,23.32,15.47,60.2,166.1,8,5,3.45,0.977,1
65.07,19.02,32.24,44.7,91.2,9,1,0.33,0.926,1
58.08,84.24,16.98,45.8,55.7,9,5,4.29,0.991,1
38.12,44.04,75.36,68.0,245.1,0,6,1.2,0.968,1
96.75,42.09,26.65,87.0,131.4,16,5,1.78,0.951,1
61.34,8.21,84.52,67.5,103.4,11,5,0.88,0.967,1
27.06,49.82,66.47,85.6,151.6,11,1,1.31,0.903,1
14.47,54.88,33.35,61.3,219.7,18,0,3.93,0.864,1
19.22,55.3,27.62,60.9,244.9,16,4,0.9,0.972,1
27.87,68.63,65.21,64.0,236.5,6,2,1.86,0.995,1
19.94,20.97,87.07,73.5,306.2,22,1,2.28,0.795,1
22.35,27.7,72.47,57.6,100.0,10,1,0.52,0.782,1
31.51,77.97,42.88,81.5,233.8,23,1,3.21,0.894,0
21.12,90.25,61.99,41.4,62.4,1,5,12.0,0.772,1
88.4,17.23,39.86,61.1,205.3,15,5,0.54,0.989,1
12.46,49.79,94.93,64.5,216.9,22,1,3.12,0.979,1
53.78,24.28,74.91,69.1,99.2,8,4,0.52,0.993,1
43.17,10.41,64.15,53.3,155.3,9,2,6.2,0.798,0
96.36,34.3,48.86,60.5,294.7,20,0,1.26,0.902,1
15.42,17.93,64.45,63.3,77.5,9,3,8.02,0.971,1
42.0,68.89,42.33,73.0,169.0,2,4,0.34,0.863,0
95.16,53.04,17.31,77.1,328.5,16,4,3.33,0.968,1
85.49,17.95,46.61,75.4,191.3,13,6,1.48,0.704,1
80.99,5.83,89.44,56.4,262.0,18,3,0.88,0.947,1
28.98,77.73,65.1,88.0,294.6,17,3,2.96,0.672,0
20.89,20.86,21.72,80.7,95.2,17,1,2.22,0.983,1
67.18,59.56,85.8,52.5,99.8,13,2,4.86,0.992,0
91.43,35.32,36.51,49.4,272.7,2,4,0.77,0.943,1
56.78,57.69,34.5,55.1,271.1,9,4,5.82,0.958,1
58.16,33.41,38.77,61.7,49.3,22,0,2.25,0.979,1
31.04,12.82,61.18,80.8,133.2,12,3,1.4,0.908,1
76.56,25.07,58.58,77.4,157.5,21,3,0.31,0.907,1
22.4,21.93,54.31,80.9,295.3,11,4,3.1,0.955,1
35.1,43.52,72.4,53.1,165.0,8,3,4.11,0.977,1
44.57,64.25,40.32,68.5,326.3,9,1,3.52,0.945,1
52.21,28.74,77.57,53.6,348.9,18,0,2.86,0.864,1
27.54,6.09,29.03,45.2,279.8,15,4,7.17,0.759,0
15.68,51.7,77.61,72.8,243.2,20,5,3.98,0.937,1
61.79,59.52,68.1,46.9,155.4,2,0,5.46,0.986,1
31.84,91.66,69.66,72.0,51.5,11,5,2.82,0.959,1
59.06,58.05,53.52,71.1,213.4,7,6,3.63,0.854,1
19.36,47.41,68.36,78.9,145.7,14,1,0.88,0.974,1
49.75,56.61,21.38,46.7,142.3,10,0,2.41,0.864,0
54.53,88.51,83.12,77.6,250.1,22,5,0.66,0.783,0
9.82,79.55,19.44,88.0,178.4,12,3,0.34,0.783,1
36.3,34.07,26.9,80.9,270.7,5,4,1.93,0.9,1
17.5,26.35,61.14,76.1,157.4,12,0,3.25,0.928,1
10.89,28.64,74.15,71.8,78.3,10,2,0.37,0.987,1
97.07,50.4,21.1,60.2,177.6,5,4,0.6,0.852,0
34.98,71.96,88.66,75.1,334.3,5,0,0.4,0.841,1
80.32,50.29,92.89,74.8,286.5,4,4,2.21,0.999,1
28.68,11.1,63.48,70.3,95.8,6,5,0.37,0.947,1
68.38,70.12,53.5,78.2,155.2,22,0,0.4,0.781,0
75.7,77.54,74.31,61.5,326.9,22,0,0.81,0.965,1
60.39,31.05,41.27,45.8,69.6,18,3,0.83,0.924,1
48.86,64.77,54.46,66.8,111.3,10,0,1.83,0.977,1
43.3,43.39,88.29,52.7,113.9,5,2,0.27,0.855,1
37.44,85.02,91.45,58.5,212.7,8,3,2.11,0.83,1
91.45,81.07,89.17,40.8,161.4,19,2,1.26,0.964,1
82.25,52.29,36.0,58.4,55.6,17,5,0.59,0.981,1
94.75,67.24,33.6,78.8,231.3,7,2,2.32,0.938,1
16.56,84.5,38.81,66.1,61.7,17,6,1.0,0.988,1
72.97,49.61,50.3,40.5,224.1,4,1,3.71,0.991,1
92.27,33.19,40.13,62.6,192.2,5,2,9.3,0.914,0
21.85,72.83,44.94,54.0,188.0,1,0,3.22,0.968,1
11.18,24.81,64.65,62.9,51.6,21,4,2.92,0.995,1
73.92,39.97,76.0,59.4,234.6,23,3,1.08,0.97,1
58.43,82.92,73.84,84.7,168.0,3,3,1.73,0.847,1
83.29,70.2,80.15,42.0,161.6,18,3,0.31,0.98,1
18.0,41.34,17.57,72.8,220.9,3,4,2.8,0.934,1
78.96,24.33,18.82,80.8,224.0,15,2,2.45,0.919,1
23.75,37.04,78.15,86.0,34.8,0,5,0.83,0.945,1
20.22,30.57,57.65,48.5,70.1,15,6,1.73,0.978,1
20.28,20.85,61.25,65.5,105.7,0,1,2.47,0.807,1
80.76,71.9,19.21,42.1,247.0,23,0,1.12,0.922,1
66.86,27.69,35.43,64.0,214.6,16,5,2.79,0.797,1
53.65,45.88,66.07,46.0,272.4,4,3,3.39,0.941,1
38.37,39.73,83.73,80.2,267.0,15,0,0.71,0.968,1
86.58,93.39,88.36,45.5,303.0,2,2,0.92,0.918,0
41.5,40.2,55.03,64.6,150.6,9,6,1.23,0.906,1
80.94,12.2,58.64,65.0,140.4,17,5,0.74,0.995,1
45.84,13.08,81.64,86.6,295.9,20,6,3.19,0.93,1
40.06,58.17,58.01,71.4,106.0,17,1,1.9,0.733,1
48.03,58.94,56.35,53.8,177.6,16,6,1.16,0.911,1
33.03,42.69,87.41,51.6,92.2,10,3,0.23,0.97,1
74.53,43.87,78.19,46.2,322.4,8,6,0.99,0.997,1
51.75,9.85,87.73,76.3,160.5,10,2,3.82,0.959,1
26.6,51.49,32.46,73.2,98.0,8,5,2.92,0.777,0
88.66,50.43,56.95,69.3,251.4,16,1,0.34,0.976,1
40.7,18.46,82.4,42.0,108.3,19,5,3.43,0.956,1
55.55,14.35,23.89,76.6,331.9,4,3,0.59,0.974,1
89.3,16.12,78.57,70.8,147.6,11,2,8.89,0.957,1
63.05,14.09,29.64,86.3,242.7,17,0,4.26,0.996,1
15.87,59.87,79.65,68.2,140.5,15,5,5.09,0.912,0
92.4,22.68,63.96,54.6,288.3,8,4,3.13,0.967,1
63.38,27.63,30.46,58.3,317.0,7,3,2.68,0.97,1
36.15,20.62,52.87,48.4,282.1,5,1,0.76,0.899,1
17.95,91.21,69.55,74.7,301.5,16,1,1.97,0.945,0
78.84,81.92,65.71,74.0,62.6,13,4,2.58,0.891,1
62.67,25.74,49.18,49.6,325.7,20,4,0.88,0.919,1
54.61,34.48,86.95,47.6,229.8,23,2,1.22,0.77,1
88.13,23.89,56.54,43.7,308.1,13,4,6.08,0.723,1
78.34,49.27,55.47,83.8,249.0,3,3,1.25,0.86,1
19.11,6.76,19.98,51.2,94.6,7,5,0.96,0.745,1
33.99,65.42,88.77,56.5,225.1,21,4,0.43,0.957,1
28.11,52.08,29.17,53.5,59.1,16,3,1.04,0.996,1
74.19,85.88,57.27,59.9,252.6,0,0,2.09,0.943,1
8.12,19.8,79.29,74.3,160.9,2,4,0.52,0.872,1
58.0,77.37,32.24,81.8,78.6,16,0,2.06,0.986,0
75.91,76.28,57.19,48.8,343.4,19,6,2.9,0.995,1
86.54,16.45,34.25,72.9,318.3,2,5,3.12,0.772,0
36.81,40.87,75.78,56.9,315.9,6,1,8.57,0.836,0
81.38,20.31,60.15,87.1,282.4,10,5,1.34,0.89,1
15.29,27.92,83.48,54.3,251.4,14,6,0.27,0.992,0
83.72,28.69,86.56,40.3,239.6,6,4,4.06,0.928,1
16.86,55.06,66.9,64.8,64.0,4,1,0.37,0.873,1
41.95,42.03,73.03,47.2,318.2,16,5,4.16,0.935,1
79.15,90.3,58.94,42.1,312.0,4,0,8.31,0.936,0
18.94,16.37,45.75,73.5,269.3,0,1,4.95,0.662,0
26.32,92.63,66.85,75.1,326.7,21,0,6.85,0.96,1
72.17,25.76,87.66,62.1,207.0,23,2,0.25,0.861,1
71.96,74.56,48.33,72.5,173.2,6,5,0.22,0.947,1
64.63,35.51,40.15,65.8,339.7,16,5,0.67,0.971,1
69.54,17.88,46.07,70.2,178.5,7,0,3.41,0.991,1
55.47,82.21,49.83,68.6,235.2,11,2,0.39,0.987,1
28.42,32.8,20.88,72.0,149.4,1,1,2.94,0.848,0
37.15,64.3,54.88,49.6,233.6,16,0,0.23,0.977,1
21.89,55.98,54.55,52.9,260.4,21,2,2.83,0.983,1
89.49,47.46,62.08,61.1,229.9,19,0,0.78,0.96,1
59.26,49.62,44.03,61.4,194.7,13,3,1.36,0.986,1
42.28,70.9,64.05,77.2,126.0,22,5,7.7,0.908,1
47.97,12.9,85.26,57.6,236.0,2,3,1.8,0.962,1
93.1,65.14,91.44,47.8,320.7,18,1,0.36,0.943,1
19.26,85.62,61.69,52.1,32.2,13,3,4.33,0.971,1
59.52,10.2,18.41,50.3,72.9,7,5,0.98,0.899,1
52.05,17.66,92.54,75.1,68.3,6,4,1.96,0.91,1
61.87,69.5,71.47,62.6,325.4,4,2,2.69,0.914,1
6.68,44.36,41.88,74.0,242.1,2,5,3.21,0.935,1
86.11,41.32,26.77,60.0,334.6,0,5,1.33,0.918,1
91.69,17.33,26.47,82.7,216.5,18,4,3.17,0.792,0
57.56,50.61,28.42,87.2,177.8,14,3,0.45,0.926,0
69.79,16.39,18.65,72.2,283.5,0,1,1.69,0.68,1
90.79,47.9,87.17,81.5,81.5,4,4,0.24,0.845,1
70.77,73.73,58.26,64.4,152.0,19,5,1.24,0.95,1
19.19,28.24,71.0,84.9,179.2,10,6,1.11,0.905,0
58.59,48.27,81.25,79.9,125.5,13,1,7.85,0.944,0
61.42,94.28,78.32,87.6,148.8,21,0,1.21,0.956,0
44.44,66.8,85.61,69.9,55.0,17,5,4.95,0.87,0
73.49,80.72,92.38,77.4,93.4,19,4,1.34,0.951,1
91.9,42.34,50.13,66.1,137.4,8,0,1.72,0.817,1
91.08,74.11,91.03,52.4,284.7,14,4,1.06,0.998,1
46.93,8.65,72.86,57.0,88.4,10,6,2.24,0.912,1
15.53,16.06,20.65,82.9,140.9,4,2,2.89,0.822,1
96.59,23.28,69.54,42.7,50.8,14,1,3.33,0.911,1
83.02,41.18,69.94,68.4,208.3,23,0,2.57,0.829,1
16.59,81.12,87.47,57.9,225.6,1,6,1.0,0.913,1
90.64,36.16,44.83,58.6,307.0,11,3,1.0,0.971,1
85.9,63.92,61.79,82.5,292.1,22,4,1.06,0.953,1
53.25,68.84,15.98,81.0,121.3,6,5,0.28,0.957,1
